codigo_ibge,microrregiao,atividade,descricao,grupo_vab,variavel_sidra,ano,vab_micro_mil_reais,vab_sc_mil_reais,vab_brasil_mil_reais,peso_micro_brasil,peso_micro_sc,peso_sc_brasil,peso_micro_brasil_vab,peso_micro_sc_vab,fator_setorial_estimado,natureza,confianca_quantitativa,fontes_contexto,justificativa,urls_contexto,data_cenario
42001,São Miguel do Oeste,0191,"Agricultura, inclusive o apoio à agricultura e a pós-colheita",agropecuaria,513,2015,906976.0,12485693.0,258967000.0,0.0024713149254920255,0.05125779270463289,0.04821344804550388,0.003502284074804898,0.07264122223732396,1.0,estimativa_julgamental,baixa,ITUPORANGA;VAB;HIPOTESE,Reforço agrícola rural; escolha dos multiplicadores é hipótese.,https://cimamavi.sc.gov.br/municipios-associados/perfil/ituporanga ; https://sidra.ibge.gov.br/tabela/5938,2026-09-18
42001,São Miguel do Oeste,0192,"Pecuária, inclusive o apoio à pecuária",agropecuaria,513,2015,906976.0,12485693.0,258967000.0,0.007390908006114226,0.15329557013094527,0.04821344804550388,0.003502284074804898,0.07264122223732396,5.0,estimativa_julgamental,baixa,ITAPIRANGA;FIESC_OESTE,Maior concentração pecuária no Oeste; magnitudes estimadas.,https://servicos.itapiranga.sc.gov.br/pagina-4919/ ; https://fiesc.com.br/imprensa/muito-mais-do-que-aves-e-suinos,2026-09-18
42001,São Miguel do Oeste,0280,Produção florestal; pesca e aquicultura,agropecuaria,513,2015,906976.0,12485693.0,258967000.0,0.0008490200430147756,0.017609610542964487,0.04821344804550388,0.003502284074804898,0.07264122223732396,0.5,estimativa_julgamental,baixa,FIESC_MADEIRA;HIPOTESE,Combinação estimada de florestas interiores e pesca costeira.,https://fiesc.com.br/imprensa/portas-abertas-para-o-futuro,2026-09-18
42001,São Miguel do Oeste,0580,Extração de carvão mineral e de minerais não metálicos,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00022643818061196378,0.004361305779546711,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,FIESC_HISTORIA;TIJUCAS,Carvão no Sul e minerais para construção; distribuição estimada.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria ; https://cincatarina.sc.gov.br/noticias.aspx?id=3670&s=43,2026-09-18
42001,São Miguel do Oeste,0680,"Extração de petróleo e gás, inclusive as atividades de apoio",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00010513080512973571,0.0020248687159628693,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.1,estimativa_julgamental,muito_baixa,HIPOTESE,Localização hipotética de apoio costeiro; não comprova extração local ou offshore.,,2026-09-18
42001,São Miguel do Oeste,0791,"Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.000920538708216736,0.017730008153183315,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,muito_baixa,HIPOTESE,Sem evidência de polo de extração de ferro; prior quase VAB e confiança muito baixa.,,2026-09-18
42001,São Miguel do Oeste,0792,"Extração de minerais metálicos não ferrosos, inclusive beneficiamentos",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0009321004541831395,0.017952692814262344,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,muito_baixa,HIPOTESE,Sem dados de extração metálica; pequenas diferenças apenas como hipótese.,,2026-09-18
42001,São Miguel do Oeste,1091,"Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.003181518252519628,0.06127753678707175,0.051919813023405675,0.0009547660337340097,0.018389242223610287,6.0,estimativa_julgamental,baixa,FIESC_OESTE;ITAPIRANGA;HIPOTESE,Carnes e laticínios no Oeste; pesca incorporada de modo aproximado.,https://fiesc.com.br/imprensa/muito-mais-do-que-aves-e-suinos ; https://servicos.itapiranga.sc.gov.br/pagina-4919/,2026-09-18
42001,São Miguel do Oeste,1092,Fabricação e refino de açúcar,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0028549723653506606,0.05498810953081874,0.051919813023405675,0.0009547660337340097,0.018389242223610287,2.0,estimativa_julgamental,muito_baixa,HIPOTESE,Açúcar: produção dispersa presumida; nenhuma usina identificada por esta pesquisa.,,2026-09-18
42001,São Miguel do Oeste,1093,Outros produtos alimentares,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0012744220592119768,0.024545967810736563,0.051919813023405675,0.0009547660337340097,0.018389242223610287,2.0,estimativa_julgamental,baixa,FIESC_OESTE;HIPOTESE,Alimentos diversos: extensão qualitativa da agroindústria.,https://fiesc.com.br/imprensa/muito-mais-do-que-aves-e-suinos,2026-09-18
42001,São Miguel do Oeste,1100,Fabricação de bebidas,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0004257276026264613,0.008199713709187309,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.8,estimativa_julgamental,baixa,HIPOTESE,Bebidas: hipótese de polos urbanos e produção regional.,,2026-09-18
42001,São Miguel do Oeste,1200,Fabricação de produtos do fumo,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00045704604444964976,0.00880292161768016,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,HIPOTESE,Beneficiamento de fumo presumido próximo a áreas rurais; cultivo não equivale a fabricação.,,2026-09-18
42001,São Miguel do Oeste,1300,Fabricação de produtos têxteis,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00016915527946767192,0.0032580101818050844,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.4,estimativa_julgamental,baixa,FIESC_HISTORIA,Têxteis no Vale; intensidade relativa estimada.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria,2026-09-18
42001,São Miguel do Oeste,1400,Confecção de artefatos do vestuário e acessórios,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0003572060879313375,0.006879957132555687,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.7,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,Vestuário no Vale e extensões presumidas ao Sul.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria,2026-09-18
42001,São Miguel do Oeste,1500,Fabricação de calçados e de artefatos de couro,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00019688900685238485,0.003792174805476022,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.2,estimativa_julgamental,baixa,FIESC_CALCADOS;HIPOTESE,São João Batista ancora o fator de Tijucas; demais polos são hipóteses.,https://fiesc.com.br/sites/default/files/2018-04/IC_FIESC15_REVISAO_FINAL_0.pdf,2026-09-18
42001,São Miguel do Oeste,1600,Fabricação de produtos da madeira,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0003452033154357415,0.006648778093251652,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.5,estimativa_julgamental,baixa,FIESC_MADEIRA;FIESC_OESTE,Distribuição estimada da base madeireira.,https://fiesc.com.br/imprensa/portas-abertas-para-o-futuro ; https://fiesc.com.br/imprensa/muito-mais-do-que-aves-e-suinos,2026-09-18
42001,São Miguel do Oeste,1700,"Fabricação de celulose, papel e produtos de papel",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00026352009197368756,0.005075520820055564,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,FIESC_MADEIRA;HIPOTESE,Papel e celulose próximos da base florestal; fatores inferidos.,https://fiesc.com.br/imprensa/portas-abertas-para-o-futuro,2026-09-18
42001,São Miguel do Oeste,1800,Impressão e reprodução de gravações,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0006063269930742089,0.011678142846948892,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,baixa,HIPOTESE,Impressão: demanda urbana e empresarial presumida.,,2026-09-18
42001,São Miguel do Oeste,1991,Refino de petróleo e coquerias,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00016865244557467916,0.003248325364705183,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.2,estimativa_julgamental,muito_baixa,HIPOTESE,Hipótese de coquerias no Sul; terminais de petróleo não tratados como refinarias.,,2026-09-18
42001,São Miguel do Oeste,1992,Fabricação de biocombustíveis,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.003143055329803225,0.06053672281882684,0.051919813023405675,0.0009547660337340097,0.018389242223610287,3.0,estimativa_julgamental,muito_baixa,HIPOTESE,Biocombustíveis: proximidade presumida de insumos agropecuários; baixa confiança.,,2026-09-18
42001,São Miguel do Oeste,2091,"Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0002663043317657045,0.005129146586981223,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.5,estimativa_julgamental,baixa,HIPOTESE,Química básica: proximidade industrial presumida.,,2026-09-18
42001,São Miguel do Oeste,2092,"Fabricação de defensivos, desinfestantes, tintas e químicos diversos",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00037241714402817816,0.007172929221842361,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.7,estimativa_julgamental,baixa,HIPOTESE,Tintas e químicos: hipótese de integração com manufaturas.,,2026-09-18
42001,São Miguel do Oeste,2093,"Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0006102708739592701,0.011754103846332369,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,baixa,HIPOTESE,Limpeza e cosméticos: mercados urbanos presumidos.,,2026-09-18
42001,São Miguel do Oeste,2100,Fabricação de produtos farmoquímicos e farmacêuticos,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0003125895161304792,0.006020620990864556,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.5,estimativa_julgamental,baixa,HIPOTESE,Fármacos: hipótese de infraestrutura técnica e urbana; não inventário de fábricas.,,2026-09-18
42001,São Miguel do Oeste,2200,Fabricação de produtos de borracha e de material plástico,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00026222848768414533,0.005050643914413397,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.6,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,"Plásticos dispersos, com reforço industrial estimado.",https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria,2026-09-18
42001,São Miguel do Oeste,2300,Fabricação de produtos de minerais não metálicos,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00023239311700771556,0.00447600065321791,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,FIESC_HISTORIA;TIJUCAS,Cerâmica Sul e Tijucas; demais minerais agregados por hipótese.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria ; https://cincatarina.sc.gov.br/noticias.aspx?id=3670&s=43,2026-09-18
42001,São Miguel do Oeste,2491,"Produção de ferro gusa/ferroligas, siderurgia e tubos de aço sem costura",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00013488528866552958,0.0025979540528145335,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,HIPOTESE,Siderurgia presumida nos polos metalúrgicos; peso não observado.,,2026-09-18
42001,São Miguel do Oeste,2492,Metalurgia de metais não ferosos e a fundição de metais,industria,517,2015,1108280.0,60267845.0,1160787000.0,9.36590887383239e-05,0.0018039180668101016,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,Fundição e metais: extensão estimada do polo metalmecânico.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria,2026-09-18
42001,São Miguel do Oeste,2500,"Fabricação de produtos de metal, exceto máquinas e equipamentos",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0003120377412583359,0.006009993547505033,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.7,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,Produtos de metal: polos industriais e fornecedores presumidos.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria,2026-09-18
42001,São Miguel do Oeste,2600,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00011066821548856001,0.0021315218419347987,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,ACATE;HIPOTESE,Eletrônica aproximada pelos polos tecnológicos; software não é fabricação.,https://www.acate.com.br/noticias/acate-completa-30-anos-e-comemora-consolidacao-do-setor-em-sc/,2026-09-18
42001,São Miguel do Oeste,2700,Fabricação de máquinas e equipamentos elétricos,industria,517,2015,1108280.0,60267845.0,1160787000.0,7.94229445846112e-05,0.0015297232397352238,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,Equipamentos elétricos no Norte; intensidades inferidas.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria,2026-09-18
42001,São Miguel do Oeste,2800,Fabricação de máquinas e equipamentos mecânicos,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.00017373892772987553,0.0033462934015489093,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.5,estimativa_julgamental,baixa,FIESC_HISTORIA;FIESC_OESTE,Máquinas: reforço estimado de polos industriais.,https://fiesc.com.br/pt-br/imprensa/superar-desafios-e-historia-da-industria ; https://fiesc.com.br/imprensa/muito-mais-do-que-aves-e-suinos,2026-09-18
42001,São Miguel do Oeste,2991,"Fabricação de automóveis, caminhões e ônibus, exceto peças",industria,517,2015,1108280.0,60267845.0,1160787000.0,9.731671361361407e-06,0.00018743656409113662,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.05,estimativa_julgamental,baixa,BMW;HIPOTESE,Araquari confirmado antes de 2015; outras produções agregadas são hipóteses.,https://www.press.bmwgroup.com/portugal/article/detail/T0194787PT/bmw-group-assembles-first-car-in-brazil?language=pt,2026-09-18
42001,São Miguel do Oeste,2992,Fabricação de peças e acessórios para veículos automotores,industria,517,2015,1108280.0,60267845.0,1160787000.0,9.36590887383239e-05,0.0018039180668101016,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.3,estimativa_julgamental,baixa,BMW;HIPOTESE,Autopeças: proximidade presumida de montagem e metalmecânica.,https://www.press.bmwgroup.com/portugal/article/detail/T0194787PT/bmw-group-assembles-first-car-in-brazil?language=pt,2026-09-18
42001,São Miguel do Oeste,3000,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",industria,517,2015,1108280.0,60267845.0,1160787000.0,9.346916683047933e-05,0.0018002600816058993,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.2,estimativa_julgamental,baixa,FIESC_PORTOS;HIPOTESE,Transporte não automotivo: hipótese de produção naval costeira.,https://fiesc.com.br/pt-br/imprensa/podio-da-industria-os-setores-que-mais-se-destacaram-em-sc,2026-09-18
42001,São Miguel do Oeste,3180,Fabricação de móveis e de produtos de indústrias diversas,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0004111407122231747,0.007918763344502621,0.051919813023405675,0.0009547660337340097,0.018389242223610287,0.6,estimativa_julgamental,baixa,FIESC_MADEIRA;FIESC_OESTE,Móveis com polo em São Bento; outras indústrias agregadas ao mesmo perfil.,https://fiesc.com.br/imprensa/portas-abertas-para-o-futuro ; https://fiesc.com.br/imprensa/muito-mais-do-que-aves-e-suinos,2026-09-18
42001,São Miguel do Oeste,3300,"Manutenção, reparação e instalação de máquinas e equipamentos",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0005663224309633847,0.010907636179430849,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,baixa,HIPOTESE,Manutenção segue demanda industrial e logística presumida.,,2026-09-18
42001,São Miguel do Oeste,3500,"Energia elétrica, gás natural e outras utilidades",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0006400914493789865,0.012328462143930111,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,baixa,WIKI_ENERGIA;HIPOTESE,"Geração e utilidades: reforço de Tubarão; hidroeletricidade e redes aproximadas. Fator de produção, não de carbono.",https://pt.wikipedia.org/wiki/Complexo_Termoel%C3%A9trico_Jorge_Lacerda,2026-09-18
42001,São Miguel do Oeste,3680,"Água, esgoto e gestão de resíduos",industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0007699812281385504,0.014830200328176057,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,baixa,HIPOTESE,Saneamento: demanda urbana presumida.,,2026-09-18
42001,São Miguel do Oeste,4180,Construção,industria,517,2015,1108280.0,60267845.0,1160787000.0,0.0007229120591364296,0.013923626011721917,0.051919813023405675,0.0009547660337340097,0.018389242223610287,1.0,estimativa_julgamental,baixa,WIKI_FLORIPA;HIPOTESE,Construção: reforço presumido do litoral urbano.,https://pt.wikipedia.org/wiki/Regi%C3%A3o_Metropolitana_de_Florian%C3%B3polis,2026-09-18
42001,São Miguel do Oeste,4580,Comércio por atacado e varejo,servicos,6575,2015,1897187.0,108382198.0,2850260000.0,0.000501064828771903,0.013177118124862958,0.038025372773010185,0.0006656189259927164,0.01750459978676572,1.0,estimativa_julgamental,baixa,HIPOTESE,Comércio: centralidade regional e logística presumidas.,,2026-09-18
42001,São Miguel do Oeste,4900,Transporte terrestre,servicos,6575,2015,1897187.0,108382198.0,2850260000.0,0.0004383519635234066,0.011527880768983334,0.038025372773010185,0.0006656189259927164,0.01750459978676572,1.0,estimativa_julgamental,baixa,FIESC_PORTOS;HIPOTESE,Transporte terrestre: conexão presumida de polos produtivos e portos.,https://fiesc.com.br/pt-br/imprensa/podio-da-industria-os-setores-que-mais-se-destacaram-em-sc,2026-09-18
42001,São Miguel do Oeste,5000,Transporte aquaviário,servicos,6575,2015,1897187.0,108382198.0,2850260000.0,9.371900697955378e-06,0.0002464644003334375,0.038025372773010185,0.0006656189259927164,0.01750459978676572,0.05,estimativa_julgamental,baixa,FIESC_PORTOS,Concentração portuária; sede de transportadora e movimentação não são equivalentes.,https://fiesc.com.br/pt-br/imprensa/podio-da-industria-os-setores-que-mais-se-destacaram-em-sc,2026-09-18
42001,São Miguel do Oeste,5100,Transporte aéreo,servicos,6575,2015,1897187.0,108382198.0,2850260000.0,7.998128804382218e-06,0.00021033663107332284,0.038025372773010185,0.0006656189259927164,0.01750459978676572,0.05,estimativa_julgamental,baixa,HIPOTESE,"Transporte aéreo: aproximação por aeroportos, não por sede de companhia.",,2026-09-18
